Total Backlinks,Domain Rating,URL Rating,Referring Domains,Referring Page URL,Referring Page Title,Internal Links Count,External Links Count,Link URL,TextPre,Link Anchor,TextPost,Type,Backlink Status,First Seen,Last Check,Day Lost,Language,Traffic (desc),Keywords,Js rendered,Linked Domains
2,0,0,0,http://www.chamaradodandeniya.com/about/,About | Chamara Dodandeniya,8,6,http://www.kdu.ac.lk/,BSc (Hons) in Computer Science (,KDU,)(Sri-Lanka) – 2016,"Dofollow, Content",,12/8/2020 15:34,2/23/2021 22:08,,en,0,0,,5
2,51,10,0,http://www.dinamina.lk/2018/10/10/??????????/61751/?????????-???-????-???????-????-???-????,????????? ??? ???? ??????? ???? ??? ???? | ??????,54,48,https://www.kdu.ac.lk/calling-for-applications-for-postgraduate-and-bachelors-programmes-faculty-of-graduate-studies-2020/,,,,"Dofollow, Image, Content",,3/6/2020 14:14,3/6/2020 14:14,,si,0,0,,27
2,17,8,0,http://www.echoaqustic.com.pl/index.php?option=com_k2&view=itemlist&task=user&id=196053,As he managed to stay upright despite slipping on a,23,38,http://www.kdu.ac.lk/faculty-of-allied-health-sciences/index.php?option=com_k2&view=itemlist&task=user&id=99252,Step inside this Mars rover concept vehicle created as part,Purchase Research Papers,of the Kennedy Space Centers Summer of Mars campaign to,Dofollow,,4/15/2018 18:06,5/20/2020 11:22,,,0,0,,21
2,53,9,0,http://www.eng.ruh.ac.lk/dmme/visiting-academic-staff.php,Visiting Academic Staff | DMME,45,19,http://www.kdu.ac.lk/department-of-aeronautical-engineering/our-blog/academic-staff/14-staff/179-astaff-loku-hod-4,,Mr. S.L.M.D. Rangajeeva,,Dofollow,,5/9/2020 18:15,8/11/2021 17:39,,,0,0,,12
2,35,8,0,http://www.fanshop-online.de/fahnen-flaggen-infos/lk_jkdu.html,"General Sir John Kotelawala Defence University, Sri Lanka",10,10,http://www.kdu.ac.lk/,visit: General Sir John Kotelawala Defence University (KDU) (official website),http://www.kdu.ac.lk/,,Dofollow,,5/29/2017 11:36,8/7/2021 7:25,,,0,0,,4
2,20,6,0,http://www.itguyclaude.com/kiwix/wikipedia_en_medicine_maxi_2021-05/A/Physical_therapy_education,Physical therapy education,33,65,http://www.kdu.ac.lk/faculty-of-allied-health-sciences/departments/physiotherapy,and also the year 2013 in,General sir John Kotelawala Defence University,have started the undergraduate course of four years with 6,Dofollow,,7/22/2021 9:58,8/7/2021 7:39,,,0,0,,27
2,1,6,1,http://www.janfobermayer.de/index.php?section=gallery&cid=5&pId=816,Rock - Karikatur,13,1236,http://www.kdu.ac.lk/faculty-of-allied-health-sciences/index.php?option=com_k2&view=itemlist&task=user&id=3352,,http://www.kdu.ac.lk/faculty-of-allied-health-sciences/index.php?option=com_k2&view=itemlist&task=user&id=3352,,"Dofollow, Image",,1/21/2020 17:39,8/13/2021 6:47,,,0,0,,908
2,0,0,0,http://www.malithpriyankara.xyz/,Malith Priyankara,7,10,https://www.kdu.ac.lk/,,General Sir John Kotelawala Defence University,,Dofollow,,11/30/2020 13:13,8/4/2021 17:46,,,0,0,,10
2,36,8,0,http://www.popflock.com/learn?s=Shophouse,"Shophouse Resource | Learn About, Share and Discuss Shophouse At Popflock.com",395,60,http://ir.kdu.ac.lk/bitstream/handle/345/2449/3.pdf?sequence=1&isAllowed=y,"Kudasinghe, KSKNJ; Jayathilaka, HMLB; Gunaratne, SR.","""Evolution of the Sri Lankan Shophouse: Reconsidering Shophouses for Urban Areas""",,Nofollow,,9/2/2020 6:48,6/14/2021 1:15,,en,0,0,,24
2,45,9,0,http://www0.geometry.net/detail/basic_s/sri_lanka_government_page_no_3.html,Geometry.Net - Basic_S: Sri Lanka Government,33,186,http://www.kdu.ac.lk/,...,Sir John Kotelawala Defence University,,Dofollow,,2/17/2021 17:19,8/8/2021 2:34,,,0,0,,32
2,3,6,1,https://actfordisplaced.org/2020/11/12/unheard-voices-of-the-forced-migrants-in-armenia-and-azerbaijan/,Unheard Voices of the Forced Migrants in Armenia and Azerbaijan - Act for Displaced,19,12,http://www.kdu.ac.lk/department-of-strategic-studies/staff/academic/14-staff/183-niruka-sanjeewani,,More Details,,Dofollow,,11/13/2020 0:51,8/16/2021 9:49,,en,0,0,,5
2,0,0,0,https://admissiontemple.com/colleges-and-universities-sri-lanka/,Colleges and Universities Sri Lanka – Admission Temple,17,47,http://www.kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,3/22/2021 11:08,8/10/2021 7:26,,en,0,0,,26
2,0,0,0,https://aerosss.com/about/,About - aerosss,21,11,https://www.kdu.ac.lk/,I am Lasith Sankalpa. I am student of,Sir John Kothelawala Defence University.,"As an Aviation Enthusiast I love to read, write, watch","Dofollow, Content",,5/13/2021 17:46,7/15/2021 3:34,,en,0,0,,9
2,40,8,0,https://as.landsense.eu/IdPs,IdPs,9,7527,http://www.kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,5/22/2020 16:38,6/26/2021 19:38,,en,0,5,,4168
2,72,11,0,https://awards.cies.org/content/all-disciplines-499,All Disciplines | http://awards.cies.org/ ..,21,47,http://www.kdu.ac.lk/,,The General Sir John Kotelawala Defence University (KDU),,Dofollow,,2/7/2021 19:02,8/14/2021 23:37,,en,0,0,,26
2,0,0,0,https://berdsiiyang.blogspot.com/2021/05/senior-lecturer-in-malay-senior.html,"Senior Lecturer In Malay - Senior Lecturer in Civil Engineering expands NTU's reach ... : Design teaching malay literature, curriculum and pedagogy. - berdsiiyang",119,35,https://www.kdu.ac.lk/department-of-management-and-finance/images/staff/DrNamali.jpg,,"Khan md raziuddin taufique, senior lecturer, faculty of business from curtin university, malaysia received best researcher in green marketing awarded by. Academic Staff | Kotelawala Defence University | KDU",,"Dofollow, Image",,5/3/2021 19:49,8/13/2021 6:21,,en,0,0,,27
2,0,0,0,https://bhanukalahiru.me/blog/hello-world-bhanuka-first-blog/,Hello World - Bhanuka's first blog ?? | Bhanuka Senavirathne,10,6,https://kdu.ac.lk/,name is Bhanuka?? and I'm an Information Technology undergraduate at,General Sir John Kotelawala Defence University,. I started this journey in late 2016 and have,Nofollow,,11/4/2020 7:04,5/27/2021 13:57,,,0,0,,5
2,86,14,97,https://bn.wikipedia.org/wiki/????_??????????,???? ?????????? - ???????????,79,26,http://www.kdu.ac.lk/chancellor/,,"""Chancellor: Admiral Daya Sandagiri""",?kdu.ac.lk? General Sri John Kotelawala Defence University,Nofollow,,7/20/2021 4:34,8/16/2021 23:42,,bn,0,0,,13
2,18,7,0,https://calendariu.com/images/bachelor-degree.html,Images/bachelor Degree | Template Printable,18,25,https://www.kdu.ac.lk/department-of-languages/images/Bachelor-of-Arts/banner2.jpg,,academic staff kotelawala defence university kdu,,"Dofollow, Image",,1/30/2021 12:18,1/30/2021 12:18,,en,0,0,,14
2,0,0,0,https://casite-612165.cloudaccess.net/latestnews/item/4948-saitm,SAITM ??? ?????? ?????????? ?????? ????????? ??????? ?? ?????? ??,43,11,http://www.kdu.ac.lk/faculty-of-medicine/,????????????? ??????????????? ??????? ?????? ???? ??? ?????????? ??? ???? ??????.(,http://www.kdu.ac.lk/faculty-of-medicine/,) ??? ????????? ?????? ????? ??? 2009 ??????? ????? ???????,"Dofollow, Content",,7/27/2019 11:02,7/14/2021 23:02,,si,0,0,,7
2,26,7,0,https://cee-trust.org/portal/kdu-moodle-login/,Kdu Moodle Login - Find Official Portal,25,10,http://lms.kdu.ac.lk/lms/,,The General Sir John Kotelawala Defence University,,Nofollow,,5/1/2021 17:55,5/1/2021 17:55,,en,0,0,,7
2,58,10,1,https://defence.pk/pdf/threads/who-is-buying-israeli-counter-drone-systems-in-south-asia.717229/,Who is buying Israeli counter-drone systems in South Asia? | Pakistan Defence,121,20,http://ir.kdu.ac.lk/bitstream/handle/345/2060/Abstract Book Final Version_49.pdf?sequence=1&isAllowed=y,Force planes. Sri Lankan media and defense officials have also,expressed concern,about rising drone threats in recent years.,"Nofollow, Content",,7/24/2021 3:56,8/16/2021 8:58,,en,0,0,,14
2,0,0,0,https://divino-evento-designs.blogspot.com/2021/06/leading-marines-organizational.html,divino-evento-designs: Leading Marines Organizational Structure Of The Department Of Defense,22,18,https://www.kdu.ac.lk/faulty-of-defence-and-stratergic-studies/images/resized/images/sampledata/slideshow/Untitled-3_960_400.jpg,,"Civilian control over matters other than operations is exercised through the three service departments, the department of the army, the department of the navy (which includes the marine corps), and the department of the air force (which includes the space force). Home | Faculty of Defence and Strategic Studies | General ...",,"Dofollow, Image",,6/11/2021 15:36,8/13/2021 4:37,,en,0,0,,10
2,77,11,0,https://edvicon.tawk.help/article/what-is-edvicon-international,Edvicon International Service Portal | What is Edvicon International,7,9,https://kdu.ac.lk/,founded by Nimesh Ekanayake . He was an undergraduate of,General Sir John Kotelawala Defence University,at the moment of establishing this organization.,Dofollow,,3/10/2021 5:09,8/12/2021 12:19,,en,0,0,,6
2,4,7,1,https://emaillogins.co/kdu-email-login,Kdu Email Login – Official Site Login (Aug 2021),68,11,http://nw.lms.kdu.ac.lk/lms/login/forgot_password.php,,Forgotten password - ac,,Dofollow,,7/19/2021 11:11,8/14/2021 10:46,,en,0,0,,9
2,0,3,0,https://emanthi-news.blogspot.com/2016_02_12_archive.html,"EMANTHI-NEWSBLOG: Feb 12, 2016",4819,36,http://www.kdu.ac.lk/southern_campus/images/article/Advanced_Workshop_on_International_Humanitarian_Law/6.JPG,,,The Vice Chancellor of the General Sir John Kothalawala Defense,"Dofollow, Image",,7/21/2020 8:34,8/4/2021 13:08,,en,0,0,,22
2,92,14,1,https://es.wikipedia.org/wiki/Anexo:Miembros_de_la_Asociación_Internacional_de_Universidades,"Anexo:Miembros de la Asociación Internacional de Universidades - Wikipedia, la enciclopedia libre",781,1265,http://www.kdu.ac.lk/,,http://www.kdu.ac.lk/,,Nofollow,,8/20/2015 10:17,7/2/2021 12:56,,es,0,9,,661
2,0,0,0,https://everdaymusings.blogspot.com/2021/08/kdu-college-logo-kyungdong-university.html,Kdu College Logo - Kyungdong University Short Term Programs / Maybe you would like to learn more about one of these? - everdaymusings,110,36,https://www.kdu.ac.lk/southern_campus/images/banner01a.jpg,,We did not find results for: Kotelawala Defence University Kdu University Of Sri Lanka,,"Dofollow, Image",,8/17/2021 4:41,8/17/2021 4:41,,en,0,0,,31
2,82,16,6,https://factcheck.afp.com/sri-lankan-authorities-say-medical-facilities-hospital-will-remain-open-all-covid-19-patients,Sri Lankan authorities say medical facilities at this hospital will remain open to all COVID-19 patients | Fact Check,11,17,http://www.kdu.ac.lk/uhkdu/index.php,"This post, which features a photo of",Kotelawala Defence University Hospital,", was published on Facebook on March 29, 2020. It","Dofollow, Content",,7/8/2020 22:06,8/12/2021 9:53,,en,0,9,,9
2,0,0,0,https://fbstj.blogspot.com/2021/01/kent-mortimore-gwen-mortimore.html,"Kent Mortimore - Gwen Mortimore , Photographer, Canterbury, England, United ... / Company has been dissolved and should not be trading.",21,44,https://www.kdu.ac.lk/faculty-of-law/images/2020/usaid/3.jpg,,"Member since oct 23,2011 has 15 images, 53 friends on model worked with gwen mortimore? Faculty Of Law",,"Dofollow, Image",,1/31/2021 12:35,3/15/2021 11:44,,en,0,0,,27
2,92,18,19,https://fr.wikipedia.org/wiki/John_Kotelawala,John Kotelawala — Wikipédia,200,45,http://www.kdu.ac.lk/,Site internet de l'Universite General Sir John Kotelawala :,http://www.kdu.ac.lk/,,Nofollow,,12/11/2017 9:41,7/6/2021 7:43,,fr,0,0,,22
2,1,3,0,https://free-onlinecourses.com/defense-technologies-training-academy/,Defense Technologies Training Academy,123,54,http://www.kdu.ac.lk/,Website:,http://www.kdu.ac.lk/,,"Nofollow, Content",,8/17/2021 5:56,8/17/2021 5:56,,en,0,0,,46
2,32,8,0,https://gamer.lk/forum/index.php?topic=37582.0,BIT Moratuwa external degree and general advice,54,11,https://www.kdu.ac.lk/undergraduate-courses/,,https://www.kdu.ac.lk/undergraduate-courses/,,Dofollow,,10/21/2018 12:14,8/9/2021 16:26,,,0,0,,7
2,55,10,1,https://gurt.org.ua/articles/32330/,???? ?????? ? ?????? ??????? ?????: ?????????????? ???????? ??? ???????? ????????? ??????? ??? .: ????????? ????? ????,51,18,http://www.kdu.ac.lk/southern_campus/images/documents/symposium/symposium2012/papers/ts/RehabilitationandReintegrationofExCombatantsinthePostWarSriLanka._.pdf,,??????????,.,"Dofollow, Content",,11/2/2017 11:22,8/12/2021 23:48,,,0,1,,12
2,28,0,0,https://healthzaa.com/faculty-of-allied-health-sciences/,Faculty Of Allied Health Sciences,52,24,https://www.kdu.ac.lk/faculty-of-allied-health-sciences/,› Url: https://www.kdu.ac.lk/faculty-of-allied-health-sciences/,Go Now,,Nofollow,,2/6/2021 9:22,7/13/2021 10:17,,en,0,0,,18
2,27,9,1,https://iagj.org.ge/index.php/ka-ge/?option=com_k2&view=itemlist&task=user&id=26698,Buy Methimazole Medicine Hyperthyroidism In Australia,39,14,http://www.kdu.ac.lk/faculty-of-allied-health-sciences/index.php?option=com_k2&view=itemlist&task=user&id=23480,"shop eltroxin buy ,",biseptol price philippines,", price for clobex 750 mg","Dofollow, Content",,6/8/2020 23:26,8/16/2021 2:14,,en,0,0,,9
2,0,0,0,https://iloginsite.xyz/kdu-email.html,Kdu Email Login,33,10,http://ir.kdu.ac.lk/login,,Sign in - KDU-ER Repository - General Sir John Kotelawala ...,,Nofollow,,5/25/2021 23:02,7/29/2021 16:29,,,0,0,,6
2,34,8,0,https://itprospt.com/kdu-email-login/,Kdu Email Login - Find Official Page - ITProSpt,29,11,http://ir.kdu.ac.lk/login,,http://ir.kdu.ac.lk/login,,Nofollow,,8/16/2021 10:34,8/16/2021 10:34,,en,0,0,,7
2,47,7,0,https://japaneseclass.jp/img/KDU-414,Images of KDU-414 - JapaneseClass.jp,23,66,https://www.kdu.ac.lk/library/contact-us/,Contact Us – Library,view page,,Dofollow,,12/12/2020 18:50,7/6/2021 16:37,,en,0,0,,28
2,0,0,0,https://landoken.blogspot.com/2021/04/faculty-of-law-mmu-about-faculty-of.html,"Faculty Of Law Mmu / About Faculty of LAWFaculty of Law | Okayama University / The faculty of law offers exciting, practical and diverse programmes where students attain broad knowledge of law and professional practices sought after by prospective employers. - landoken",115,37,https://www.kdu.ac.lk/faculty-of-law/images/MW.jpg,,The department is not dependent on publishers' new editions of books as the case materials of ll.b. staff|Faculty Of Law|KDU,,"Dofollow, Image",,5/1/2021 6:23,8/13/2021 8:33,,en,0,0,,25
2,1,6,1,https://lbs2its.does-it.net/,Erasmus+ – LBS2ITS,13,32,https://www.kdu.ac.lk/,,General Sir John Kotelawala Defence University,,Dofollow,,5/31/2021 1:12,6/29/2021 14:20,,en,0,0,,14
2,37,8,0,https://lewis-carroll-birthplace.org.uk/kdu-moodle/,Kdu Moodle Login,104,8,http://lms.kdu.ac.lk/lms/,,The General Sir John Kotelawala Defence University,,"Nofollow, Image, Content",,6/20/2021 19:11,6/27/2021 12:45,,en,0,0,,6
2,25,9,1,https://linkstats.info/kdu.md/,"kdu.md | 217.26.145.211 DNS domain, Similar Websites, Website link, Websites Same Server",88,11,https://www.kdu.ac.lk/,| Kotelawala Defence University | KDU | University of ...,,,Nofollow,,8/29/2020 18:41,9/12/2020 10:43,,en,0,0,,7
2,0,2,0,https://loginaz.com/k-logins/kdu-login.html,Kdu Login - Easy Access to Your Account,78,15,http://lms.kdu.ac.lk/lms/,,The General Sir John Kotelawala Defence University,,Nofollow,,12/1/2019 3:16,9/26/2020 12:18,,en,0,0,,8
2,1,4,0,https://loginboost.com/k-logins/kduacjp-login.php,Kdu.ac.jp Login | Sign In to Your Account,80,11,https://www.kdu.ac.lk/,,www.kdu.ac.lk,,"Nofollow, Content",,5/19/2020 5:26,3/12/2021 7:33,,en,0,0,,8
2,1,0,0,https://logindriver.com/kdu-email,Kdu Email Login | Easy Access to Your 2021 Profile,31,10,http://ir.kdu.ac.lk/login,,Sign in - KDU-ER Repository - General Sir John Kotelawala ...,,Dofollow,,4/27/2021 12:11,7/14/2021 1:59,,,0,0,,6
2,0,4,0,https://loginfinders.com/k-logins/kdu-moodle-login.html,Kdu Moodle Login - One Click Access,78,6,http://lms.kdu.ac.lk/lms/,,The General Sir John Kotelawala Defence University,,Nofollow,,5/3/2020 19:58,2/25/2021 15:41,,,0,0,,4
2,0,2,0,https://loginhunter.com/k-logins/kdu-login.html,Kdu Login — One Click Access,89,17,http://lms.kdu.ac.lk/lms/,,The General Sir John Kotelawala Defence University,,Nofollow,,3/18/2020 10:30,12/7/2020 12:57,,en,0,0,,9
2,0,0,0,https://loginportal.info/kdu-moodle-login-1988,Kdu Moodle Login Page,19,7,http://lms.kdu.ac.lk/lms/,,"19, 20, 21, Today Wednesday, 22 January 22, 23, 24, 25. 26, 27, 28, 29, 30, 31. You are not logged in. (Log in). moodlelogo. Switch to the standard theme.",,Nofollow,,8/18/2021 14:11,8/18/2021 14:11,,en,0,0,,6
2,18,0,0,https://loginwithme.com/post/login-kdu-student-portal,login kdu student portal - Official Login Page?,26,12,http://students.kdu.ac.lk/students/,,http://students.kdu.ac.lk/students/,,Nofollow,,2/28/2021 19:40,2/28/2021 19:40,,en,0,0,,8
2,36,8,0,https://loginwiz.com/moodle-kdu-login/,Moodle Kdu Login - Find Official Login | LoginWiz,29,14,http://lms.kdu.ac.lk/lms/,,http://lms.kdu.ac.lk/lms/,,Nofollow,,8/3/2021 21:16,8/17/2021 16:05,,en,0,0,,9
2,8,33,103,https://matindceta.com/index.php?option=com_k2&view=itemlist&task=user&id=185727,,14,7,http://www.kdu.ac.lk/faculty-of-allied-health-sciences/index.php?option=com_k2&view=itemlist&task=user&id=123268,"buy alipas dose ,",rifampicin price johannesburg,", buy medication","Dofollow, Content",,3/25/2019 2:22,8/17/2021 7:19,,en,0,0,,6
2,0,0,1,https://mbmlead.weebly.com/srilanka-gov-websites.html,SRILANKA GOV. WEBSITES - mbmlead,19,205,http://www.kdu.ac.lk/,,GENERAL SIR JOHN KOTELAWALA DEFENCE UNIVERSITY,,Dofollow,,7/3/2021 22:44,8/9/2021 22:51,,en,0,0,,121
2,30,8,0,https://microblog.lokal.social/search?q=#KDU,nitter,55,6,https://www.kdu.ac.lk/inauguration-ceremony-of-the-certificate-course-in-nonviolent-communication-nvc-and-media/,,Inauguration Ceremony of the “Certificate Course in Nonviolent Communication (NVC) and Media” kdu.ac.lk,,"Dofollow, Image",,8/13/2021 9:22,8/13/2021 9:22,,de,0,0,,5
2,4,5,0,https://monitorowl.com/domain/kdu.ac.lk,Kdu.ac.lk - Domain Information,9,3,https://kdu.ac.lk/,,Website,,Nofollow,,3/2/2021 21:24,6/10/2021 23:21,,en,0,0,,2
2,2,4,0,https://newspapersallin.blogspot.com/p/blog-page_4110.html,WORLD NEWSPAPERS AND MAGAZINES ONLINE: Universities of Sri Lanka,13,55,http://www.kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,7/29/2019 5:27,8/15/2021 18:56,,en,0,0,,32
2,0,0,1,https://notificationbd.com/top-universities-in-sri-lanka/,Top Universities in Sri Lanka,15,86,http://www.kdu.ac.lk/,,General Sir John Kotelawala Defence University,,Dofollow,,9/25/2020 20:32,5/18/2021 19:43,,en,0,0,,62
2,0,0,0,https://orrasregg.blogspot.com/2021/05/faculty-of-medicine-um-jessenius.html,"Faculty Of Medicine Um : Jessenius Faculty of Medicine - Alchetron, the free social ... - First israel conference in honor of world parkinson's disease month. - orrasregg",114,33,https://www.kdu.ac.lk/Faculty-of-Medicine/images/demo/slide/1.jpg,,First israel conference in honor of world parkinson's disease month. Home www.kdu.ac.lk,,"Dofollow, Image",,5/18/2021 9:16,8/13/2021 6:44,,en,0,0,,29
2,9,6,0,https://other-wiki.zervice.io/wikipedia_zh_all_novid_2018-07/A/??·????·?????.html,??·????·?????,51,41,http://www.kdu.ac.lk/,,Official Website of General Sir John Kotelawala Defence University,,Dofollow,,6/29/2021 23:55,6/29/2021 23:55,,,0,0,,18
2,10,6,0,https://paradisearticle.com/website-list-645/,website list 645 – My Blog,17,3584,https://kdu.ac.lk/,,kdu,,"Dofollow, Content",,8/9/2021 0:56,8/9/2021 0:56,,en,0,0,,2600
2,15,8,1,https://petworld-online.com/creative-writing-competitions-2021,Creative Writing Competitions 2021 - Aug 2021,93,53,https://www.kdu.ac.lk/creative-writing-competition-2021/,View Details,Kdu.ac.lk,,Nofollow,,8/1/2021 12:07,8/11/2021 2:24,,en,0,0,,47
2,3,5,0,https://pipiwiki.com/wiki/Attorneys_in_Sri_Lanka,Attorneys in Sri Lanka - PiPiWiki,37,4,http://ir.kdu.ac.lk/bitstream/handle/345/1354/law-004.pdf?sequence=1&isAllowed=y,"De Silva, Kamalini (November 2015).","""Professional Ethics for Lawyers""",,Nofollow,,7/9/2021 5:03,8/5/2021 8:21,,,0,0,,3
2,0,0,0,https://raftxisty.blogspot.com/2021/04/sri-kdu-portal-permohonan-jawatan.html,Sri Kdu Portal - Permohonan Jawatan Kosong Sri KDU Sdn Bhd • Portal Kerja ... - Follow these easy steps step 1. - raftxisty,114,37,http://www.kdu.ac.lk/library/wp-content/uploads/2018/03/mr-alagarathnam-249x300.jpg,,In case of any portal updates (3.0) you can now print registration card from main menu option from top of web. Mr. V Alagaratnam - Library,,"Dofollow, Image",,5/4/2021 21:24,8/16/2021 11:42,,en,0,0,,16
2,40,8,0,https://recursos.mec.edu.py/kiwix/wikipedia_es_all_maxi/A/Anexo:Miembros_de_la_Asociación_Internacional_de_Universidades,Anexo:Miembros de la Asociación Internacional de Universidades,316,1224,http://www.kdu.ac.lk/,,http://www.kdu.ac.lk/,,Dofollow,,1/12/2021 8:18,3/12/2021 19:26,,,0,0,,654
2,0,1,0,https://reviewer4you.com/news/2021/08/17/enrolment-of-foreign-students-and-students-with-foreign-qualifications-to-undergraduate-courses/,Enrolment of Foreign Students and Students with Foreign Qualifications to Undergraduate Courses | News,53,9,http://www.kdu.ac.lk/,the Degree Programmes could be obtained through the KDU website,www.kdu.ac.lk,.,"Dofollow, Content",,8/17/2021 20:54,8/17/2021 20:54,,en,0,0,,6
2,0,0,0,https://robbinstionfoleth.blogspot.com/2021/06/non-voice-process-meaning-in-tamil.html,"Non Voice Process Meaning In Tamil : Sureshkumar R - Chennai, Tamil Nadu, India | Professional ... : Most bpo in the united states is not.",12,48,https://www.kdu.ac.lk/wp-content/uploads/2020/012/Students/DayScholars-SecondBatch/KDUSinhala.jpg,,Ünlü ve amatör yazarlardan en güzel non voice process meaning in tamil kitaplar? incelemek ve sat?n almak için t?klay?n. Extension of Deadline for Applications - Payment /Non ...,,"Dofollow, Image",,7/11/2021 4:37,8/1/2021 7:04,,en,0,0,,33
2,60,11,1,https://ror.org/04n37he08,Research Organization Registry (ROR) Search,10,14,http://www.kdu.ac.lk/,,http://www.kdu.ac.lk/,,Dofollow,,11/4/2020 14:49,8/16/2021 20:34,,,0,0,Yes,9
2,0,0,0,https://sarainenkoshi.blogspot.com/2021/04/faculty-of-law-ukm-coordinator-faculty.html,"Faculty Of Law Ukm - Coordinator | Faculty of Law : A founding partner of nelligan o'brien payne, al was a pillar of the ottawa legal community and a strong supporter of the common law section. - sarainenkoshi",115,37,https://www.kdu.ac.lk/faculty-of-law/images/MW.jpg,,Located in a renovated building complex at the very. staff|Faculty Of Law|KDU,,"Dofollow, Image",,4/17/2021 7:17,8/17/2021 15:49,,en,0,0,,18
2,91,16,2,https://scholar.google.be/citations?user=NyltO-4AAAAJ&hl=en,?D.G.Niruka Sanjeewani? - ?Google Scholar?,25,5,http://www.kdu.ac.lk/department-of-strategic-studies/staff/academic/14-staff/183-niruka-sanjeewani,Verified email at kdu.ac.lk -,Homepage,,Nofollow,,7/9/2021 2:15,7/9/2021 2:15,,en,0,0,,3
2,79,12,0,https://scholar.google.co.ve/citations?user=M3Tn7_MAAAAJ&hl=es,Dr. (Eng.) Thushara Weerawardane - Citas de Google Académico,41,3,http://www.kdu.ac.lk/index.php?id=60,No hay ninguna dirección de correo electrónico verificada. -,Página principal,,Nofollow,,4/21/2020 19:28,4/21/2020 19:28,,en,0,0,,3
2,81,12,0,https://scholar.google.com.pe/citations?user=1UoCQooAAAAJ&hl=fr,?Aindralal Balasuriya? - ?Google Scholar?,37,4,https://www.kdu.ac.lk/Faculty-of-Medicine/staff/para-clinical/academic-staff?layout=edit&id=52,Adresse e-mail validée de kdu.ac.lk -,Page d'accueil,,Nofollow,,4/15/2021 3:37,4/15/2021 3:37,,fr,0,0,,3
2,59,9,0,https://scholar.google.com.pl/citations?user=M3Tn7_MAAAAJ&hl=pl,?Dr. Thushara Weerawardane? - ?Google Scholar?,21,27,http://www.kdu.ac.lk/dce/dr-eng-thushara-weerawardane/,Zweryfikowany adres z kdu.ac.lk -,Strona g?ówna,,Nofollow,,7/4/2021 12:24,7/4/2021 12:24,,pl,0,0,,4
2,90,15,0,https://scholar.google.com.tr/citations?user=_B0U_r8AAAAJ&hl=fr,?Agampodi S.M. Mendis? - ?Google Scholar?,24,4,https://www.kdu.ac.lk/,Adresse e-mail validée de kdu.ac.lk -,Page d'accueil,,Nofollow,,7/10/2021 8:35,7/10/2021 8:35,,fr,0,0,,3
2,26,7,0,https://scholar.google.pk/citations?user=M3Tn7_MAAAAJ&hl=en,?Dr. Thushara Weerawardane? - ?Google Scholar?,41,27,http://www.kdu.ac.lk/dce/dr-eng-thushara-weerawardane/,Verified email at kdu.ac.lk -,Homepage,,Nofollow,,4/24/2021 21:01,8/10/2021 16:34,,en,0,0,,4
2,36,10,3,https://seotopdirectory.com/website-list-1924/,website list 1924 |,15,6261,https://kdu.ac.lk/,,kdu,,Dofollow,,6/23/2021 6:29,8/18/2021 8:58,,en,0,0,,5212
2,63,10,1,https://site-stats.org/kv1udaipur.org/,Kv1udaipur.org,75,18,http://students.kdu.ac.lk/students/email_reg/,,Go URL,,Nofollow,,6/7/2020 0:08,6/7/2020 0:08,,en,0,0,,15
2,0,3,0,https://spjohnston.com/wikiredia.php?topic=Torrens_title,Wikiredia : Torrens title,146,94,http://ir.kdu.ac.lk/bitstream/handle/345/1758/041.pdf?sequence=1&isAllowed=y,"FERNANDO, WASM.","""A Game of Titles: The effectiveness of the Implementation of the current Land Title Registration programme under the Registration of Titles Act No. 21 of 1998 in Sri Lanka""",,Nofollow,,9/13/2020 9:14,3/31/2021 17:06,,en,0,0,,47
2,48,9,0,https://statvoo.com/website/deon-international.com,? Deon-international.com Reviews 2021 | DEON International (Pvt) Ltd – :: We aspire to create Leaders of tomorrow. :: - @statvoo,264,42,http://www.kdu.ac.lk/,,http://www.kdu.ac.lk/,,Nofollow,,5/1/2021 19:05,8/5/2021 3:54,,en,0,0,,14
2,0,0,0,https://supixt.blogspot.com/2021/04/faculty-of-law-ukm-fuu-ukm-juara.html,Faculty Of Law Ukm - FUU UKM Juara #DEKHAN2018 | Faculty of Law - Please ensure that you use the maximum creativity in you to construct beneficials and attracted blog. - supixt,111,37,https://www.kdu.ac.lk/faculty-of-law/images/MW.jpg,,The uottawa faculty of law recognizes that its campus is located on the ancestral territory of the algonquin nation. staff|Faculty Of Law|KDU,,"Dofollow, Image",,5/4/2021 14:51,8/8/2021 18:47,,en,0,0,,19
2,12,3,5,https://theinterstellarplan.com/2021/03/ergogenic-agents-increase-athletic-performance/,ERGOGENIC AGENTS (INCREASE ATHLETIC PERFORMANCE) | Interstellar Blends | Activate Your Super Powers!,244,852,http://ir.kdu.ac.lk/bitstream/handle/345/2181/Abstract Book Final Version_298.pdf?sequence=1,,"Study of the Widespread Usage of ergogenic Aids among Sri Lankan Youth in Districts of Colombo, Kandy, Galle and Kurunegala",,Dofollow,,4/1/2021 4:23,7/8/2021 21:03,,en,0,0,,212
